Title,Genre,parent_genre_str,metadata,poster,year,IMDB Score,Runtime,runtime_normalized,primary_language,Premiere
my octopus teacher,documentary,documentary,movie title is my octopus teacher. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYWU5OGMxYjktMWY5Ny00NDJhLTgwMDktNjVmMTExZGIyODljXkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.1,85,0.39512195121951216,english,"September 7, 2020"
rising phoenix,documentary,documentary,movie title is rising phoenix. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZmRhMWJlNTUtYWJlMS00NTc3LWE0NjktZjFjZjM5NDNhYTBjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.1,106,0.4975609756097561,english,"August 26, 2020"
13th,documentary,documentary,movie title is 13th. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjAwMjU5NTAzOF5BMl5BanBnXkFtZTgwMjQwODQxMDI@._V1_SX300.jpg,2016.0,8.2,100,0.46829268292682924,english,"October 7, 2016"
klaus,"animation, christmas, comedy, adventure","animation, adventure, family, comedy","movie title is klaus. genre is animation, adventure, family, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,8.2,97,0.4536585365853658,english,"November 15, 2019"
seaspiracy,documentary,documentary,movie title is seaspiracy. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOWUzZDNjZTEtZDM1Mi00ODVkLWI4Y2UtYjAwZGVlM2YwNTg4XkEyXkFqcGc@._V1_SX300.jpg,2021.0,8.2,89,0.4146341463414634,english,"March 24, 2021"
the three deaths of marisela escobedo,documentary,documentary,movie title is the three deaths of marisela escobedo. genre is documentary. language is spanish.,https://m.media-amazon.com/images/M/MV5BMGYwNjAzY2UtZDg2NS00ODNlLWFmNTAtMWIxYzMyOTdiNmFhXkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.2,109,0.5121951219512195,spanish,"October 14, 2020"
cuba and the cameraman,documentary,documentary,movie title is cuba and the cameraman. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNTY0YzQyNmUtZjNhMS00ZThjLThjZDktZmUyYTE5OTU3NjhlXkEyXkFqcGc@._V1_SX300.jpg,2017.0,8.3,114,0.5365853658536586,english,"November 24, 2017"
dancing with the birds,documentary,documentary,movie title is dancing with the birds. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNTUyYzc0ZTAtOTgwYS00YWM0LWFlMDctZGM4YTJkMTI2NTYyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,8.3,51,0.22926829268292684,english,"October 23, 2019"
ben platt: live from radio city music hall,concert film,"documentary, musical","movie title is ben platt: live from radio city music hall. genre is documentary, musical. language is english.",https://m.media-amazon.com/images/M/MV5BOGZjN2ZiNDMtYTEyYi00ZDdiLWEyNDUtYjQ4ZTVkMGU3ZDA4XkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.4,85,0.39512195121951216,english,"May 20, 2020"
taylor swift: reputation stadium tour,concert film,"documentary, musical","movie title is taylor swift: reputation stadium tour. genre is documentary, musical. language is english.",https://m.media-amazon.com/images/M/MV5BOGUxZDQxNzItYzhmYy00MTkzLTkxOTItZGE3NzAyMTEzOTkzXkEyXkFqcGc@._V1_SX300.jpg,2018.0,8.4,125,0.5902439024390244,english,"December 31, 2018"
winter on fire: ukraine's fight for freedom,documentary,documentary,movie title is winter on fire: ukraine's fight for freedom. genre is documentary. language is english/ukranian/russian.,https://m.media-amazon.com/images/M/MV5BNTY4MDgwOTI3M15BMl5BanBnXkFtZTgwNjYxMjU3NjE@._V1_SX300.jpg,2015.0,8.4,91,0.424390243902439,english,"October 9, 2015"
springsteen on broadway,"one, man show",other,movie title is springsteen on broadway. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BMTAyMjY3MjkyNzZeQTJeQWpwZ15BbWU4MDY4MjUzODYz._V1_SX300.jpg,2018.0,8.5,153,0.7268292682926829,english,"December 16, 2018"
emicida: amarelo - it's all for yesterday,documentary,documentary,movie title is emicida: amarelo - it's all for yesterday. genre is documentary. language is portuguese.,https://m.media-amazon.com/images/M/MV5BNjJlYjA0YmItNDgwYy00ZTQ0LTg5MWQtNzA0NGM4ZTAzMGQ5XkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.6,89,0.4146341463414634,portuguese,"December 8, 2020"
david attenborough: a life on our planet,documentary,documentary,movie title is david attenborough: a life on our planet. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOGU4YzhhMTAtNjg1MC00NzY2LTg0NGQtOWJmNGQwNzgyOGE0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,9.0,83,0.3853658536585366,english,"October 4, 2020"
